accessionVersion,lineage,sampleCollectionDate,geoLocCountry,geoLocAdmin1,authors,authorAffiliations,hostNameScientific,length,earliestReleaseDate,submissionId,groupName,dataUseTerms,dataUseTermsUrl,biosampleAccession,completeness,geoLocAdmin2,geoLocCity,insdcAccessionFull,insdcRawReadsAccession,isLabHost,specimenCollectorSampleId,totalAmbiguousNucs,totalUnknownNucs
PP_002WQ2B.1,B.D.E.1,21/09/2023,USA,Massachusetts,"Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.","Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program",Homo sapiens,15121,04/03/2025,PV178536.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN40079403,0.993233478,,,PV178536.1,SRR28460614,,RSV-B/human/USA/MA-Broad_BWH-19955/2023,0,0
PP_002WQAV.1,B.D.E.1,06/12/2023,USA,Massachusetts,"Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.","Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program",Homo sapiens,15266,04/03/2025,PV178578.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN39619217,1,,,PV178578.1,SRR28460745,,RSV-B/human/USA/MA-Broad_MGH-16392/2023,0,0
PP_002WQBT.1,B.D.E.1,12/12/2023,USA,Massachusetts,"Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.","Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program",Homo sapiens,15227,04/03/2025,PV178581.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN39619289,0.99894889,,,PV178581.1,SRR28460856,,RSV-B/human/USA/MA-Broad_MGH-16486/2023,0,0
PP_002WQCR.1,B.D.E.1,16/01/2024,USA,Massachusetts,"Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.","Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program",Homo sapiens,15278,04/03/2025,PV178584.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN40760564,1,,,PV178584.1,,,RSV-B/human/USA/MA-Broad_BWH-17383/2024,0,0
PP_002WQL8.1,B.D.E.1,01/11/2023,USA,Massachusetts,"Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.","Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program",Homo sapiens,15280,04/03/2025,PV178605.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN39069988,1,,,PV178605.1,SRR28460383,,RSV-B/human/USA/MA-Broad_MGH-16052/2023,0,0
PP_002WQZG.1,B.D.E.1,02/11/2023,USA,Massachusetts,"Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.","Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program",Homo sapiens,15247,04/03/2025,PV178638.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN39070014,1,,,PV178638.1,SRR28460443,,RSV-B/human/USA/MA-Broad_MGH-16078/2023,0,0
PP_002WR1C.1,B.D.E.1,07/12/2023,USA,Massachusetts,"Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.","Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program",Homo sapiens,15273,04/03/2025,PV178640.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN39619228,1,,,PV178640.1,SRR28460733,,RSV-B/human/USA/MA-Broad_MGH-16403/2023,0,0
PP_002WR38.1,B.D.E.1.7,18/01/2024,USA,Massachusetts,"Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.","Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program",Homo sapiens,15252,04/03/2025,PV178643.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN40760559,0.999605834,,,PV178643.1,,,RSV-B/human/USA/MA-Broad_BWH-17279/2024,6,0
PP_002WRJB.1,B.D.E.1.5,15/01/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,10/03/2025,PV211706.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47201253,0.986664039,,,PV211706.1,SRR32557073,,MN-MDH-RSVB-01991,1,118
PP_002WRUR.1,B.D.E.1.4,26/01/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,10/03/2025,PV211716.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47201263,0.985547234,,,PV211716.1,SRR32557062,,MN-MDH-RSVB-02001,0,136
PP_002WRYH.1,B.D.E.1,24/01/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15141,10/03/2025,PV211720.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47201267,0.986729733,,,PV211720.1,SRR32557058,,MN-MDH-RSVB-02005,0,118
PP_002WS8X.1,B.D.E.1.4,25/01/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,10/03/2025,PV211730.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47201277,0.969057942,,,PV211730.1,SRR32557047,,MN-MDH-RSVB-02015,1,386
PP_002WSGF.1,B.D.E.1,28/01/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15141,10/03/2025,PV211738.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47201285,0.969123637,,,PV211738.1,SRR32557038,,MN-MDH-RSVB-02023,0,386
PP_002WTFG.1,B.D.E.1.5,29/01/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,10/03/2025,PV211771.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47201318,0.951583235,,,PV211771.1,SRR32556995,,MN-MDH-RSVB-02057,0,653
PP_002WTRV.1,B.D.E.1.5,29/01/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,10/03/2025,PV211781.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47201328,0.969057942,,,PV211781.1,SRR32556984,,MN-MDH-RSVB-02067,0,387
PP_002WU6Z.1,B.D.E.1.8,03/02/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15139,10/03/2025,PV211796.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47201343,0.952174484,,,PV211796.1,SRR32557197,,MN-MDH-RSVB-02082,0,644
PP_002WUBP.1,B.D.E.1.4,02/02/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,10/03/2025,PV211801.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47201348,0.955393509,,,PV211801.1,SRR32557192,,MN-MDH-RSVB-02087,2,593
PP_002WUCM.1,B.D.E.1.4,30/01/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,10/03/2025,PV211802.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47201349,0.986664039,,,PV211802.1,SRR32557190,,MN-MDH-RSVB-02088,1,118
PP_002WUUN.1,B.D.E.1.8,01/02/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15139,10/03/2025,PV211818.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47201365,0.969649192,,,PV211818.1,SRR32557173,,MN-MDH-RSVB-02104,2,376
PP_002WV6Y.1,B.D.E.1.6,30/01/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,10/03/2025,PV211830.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47201377,0.950597819,,,PV211830.1,SRR32557160,,MN-MDH-RSVB-02116,1,667
PP_002WVDJ.1,B.D.E.1.5,04/02/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,10/03/2025,PV211837.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47201384,0.986664039,,,PV211837.1,SRR32557152,,MN-MDH-RSVB-02123,0,119
PP_002WWBM.1,B.D.E.1.5,09/02/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,10/03/2025,PV211869.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47201416,0.969057942,,,PV211869.1,SRR32556950,,MN-MDH-RSVB-02156,0,387
PP_002WWFD.1,B.D.E.7,08/02/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15142,10/03/2025,PV211873.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47201420,0.951583235,,,PV211873.1,SRR32556945,,MN-MDH-RSVB-02160,0,653
PP_002WWZA.1,B.D.E.1.4,09/02/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,16/03/2025,PV246714.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47265079,0.95151754,,,PV246714.1,SRR32610738,,MN-MDH-RSVB-02246,0,654
PP_002WX08.1,B.D.E.1,12/02/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,16/03/2025,PV246715.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47265080,0.986664039,,,PV246715.1,SRR32610737,,MN-MDH-RSVB-02247,1,118
PP_002WXAN.1,B.D.E.1.5,11/02/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,16/03/2025,PV246725.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47265090,0.951583235,,,PV246725.1,SRR32610726,,MN-MDH-RSVB-02257,0,653
PP_002WXGA.1,B.D.E.7,16/02/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15141,16/03/2025,PV246731.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47265096,0.933582972,,,PV246731.1,SRR32610655,,MN-MDH-RSVB-02263,0,927
PP_002WY4Z.1,B.D.E.7,31/12/2024,USA,Massachusetts,"Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.","Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program",Homo sapiens,15054,11/03/2025,PV260417.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47202841,0.968335304,,,PV260417.1,SRR32579612,,RSV-B/human/USA/MA-Broad_MGH-23006/2024,1,314
PP_002WYMY.1,B.D.E.1,25/11/2023,USA,Massachusetts,"Paull, J.; Messer, K.; Adams, G.; Nabatanzi, D.; Dobbins, S.; Tomkins-Tinch, C.; Mboowa, G.; Luebbert, L.; Worby, C.; Wewior, N.; Samani, P.; DeRuff, K.; Blumenstiel, B.; Moreno, G.; Earl, A.; Gnirke, A.; MacInnis, B.; Sabeti, P.; Lemieux, J.; Park, D.","Broad Institute of MIT and Harvard, Infectious Disease and Microbiome Program",Homo sapiens,15017,11/03/2025,PV260454.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN39070070,0.953488372,,,PV260454.1,SRR28460501,,RSV-B/human/USA/MA-Broad_MGH-16134/2023,0,505
PP_002X0KY.1,B.D.4.1,12/09/2016,China,,"Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.","Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory",Homo sapiens,15221,02/04/2025,PV367346.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,PV367346.1,,,B-16S193,0,0
PP_002X0LW.1,B.D.4.1,22/08/2016,China,,"Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.","Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory",Homo sapiens,15221,02/04/2025,PV367347.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,PV367347.1,,,B-16S180,0,0
PP_002X0NS.1,B.D.4.1,12/09/2016,China,,"Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.","Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory",Homo sapiens,15222,02/04/2025,PV367349.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,PV367349.1,,,B-16S186,0,0
PP_002X0RL.1,B.D.4.1,10/10/2016,China,,"Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.","Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory",Homo sapiens,15222,02/04/2025,PV367352.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,PV367352.1,,,B-16S212,0,0
PP_002X0VC.1,B.D.4.1.1,21/03/2017,China,,"Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.","Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory",Homo sapiens,15221,02/04/2025,PV367356.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,PV367356.1,,,B-17S044,0,0
PP_002X110.1,B.D.4.1,03/01/2017,China,,"Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.","Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory",Homo sapiens,15222,02/04/2025,PV367362.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,PV367362.1,,,B-17S008,0,0
PP_002X1AG.1,B.D.E.2,13/01/2020,China,,"Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.","Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory",Homo sapiens,15221,02/04/2025,PV367371.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,PV367371.1,,,B-20S006,0,0
PP_002X1BE.1,B.D.4.1.1,20/01/2020,China,,"Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.","Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory",Homo sapiens,15221,02/04/2025,PV367372.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,PV367372.1,,,B-20S012,0,0
PP_002X1DA.1,B.D.E.2,21/10/2020,China,,"Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.","Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory",Homo sapiens,15220,02/04/2025,PV367374.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,PV367374.1,,,B-20S074,0,0
PP_002X1RK.1,B.D.E.2,06/01/2021,China,,"Yu, Y.; Yu, X.; Cao, F.; Zheng, X.; Ao, L.; Cheng, S.; Qiu, X.; Zhou, Y.; Li, J.","Hangzhou Center for Disease Control and Prevention (Hangzhou Health Supervision Institution), Department of Microbiology Laboratory",Homo sapiens,15220,02/04/2025,PV367386.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,1,,,PV367386.1,,,B-21S002,0,0
PP_002X22X.1,B.D.4.1.1,2019-01,USA,"Pittsburgh, PA","Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.","University of Pittsburgh, Department of Medicine",Homo sapiens,15270,02/04/2025,PV388300.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999934306,,,PV388300.1,,,RSV00007,1,0
PP_002X2E7.1,B.D.4.1.1,2019-01,USA,"Pittsburgh, PA","Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.","University of Pittsburgh, Department of Medicine",Homo sapiens,15209,02/04/2025,PV388314.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.997766391,,,PV388314.1,,,RSV00040,0,0
PP_002X2JY.1,B.D.4.1.1,2019-02,USA,"Pittsburgh, PA","Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.","University of Pittsburgh, Department of Medicine",Homo sapiens,15211,02/04/2025,PV388321.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999277362,,,PV388321.1,,,RSV00006,4,0
PP_002X2LU.1,B.D.4.1.1,2019-01,USA,"Pittsburgh, PA","Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A. J.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G. M.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Griffith, M. P.; Waggle, K.","University of Pittsburgh, Department of Medicine",Homo sapiens,15259,02/04/2025,PV388323.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.999934306,,,PV388323.1,,,RSV00017,1,0
PP_002X43T.1,B.D.E.1,08/12/2024,USA,,"Lauring, A. S.; Papalambros, L. K.","University Of Michigan, Internal Medicine - Infectious Disease",Homo sapiens,15151,02/04/2025,PV404586.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.966430167,,,PV404586.1,,,hRSV-B-RB7321536115,0,434
PP_002X5TB.1,B.D.E.1,30/12/2024,USA,,"Lauring, A. S.; Papalambros, L. K.","University Of Michigan, Internal Medicine - Infectious Disease",Homo sapiens,14940,02/04/2025,PV404665.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,,0.952174484,,,PV404665.1,,,hRSV-B-G25X89X3,0,448
PP_002X7KR.1,B.D.E.1.5,04/03/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,08/04/2025,PV423174.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47641836,0.986729733,,,PV423174.1,SRR32925617,,MN-MDH-RSVB-02465,0,118
PP_002X86H.1,B.D.E.1.5,01/03/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,08/04/2025,PV423195.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47641857,0.951123374,,,PV423195.1,SRR32925731,,MN-MDH-RSVB-02486,0,660
PP_002X8A9.1,B.D.E.1.5,02/03/2025,USA,Minnesota,"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.","Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab",Homo sapiens,15140,08/04/2025,PV423199.1,Automated Ingest from INSDC/NCBI Virus by Loculus,OPEN,https://pathoplexus.org/about/terms-of-use/open-data,SAMN47641861,0.969123637,,,PV423199.1,SRR32925727,,MN-MDH-RSVB-02490,0,386
