accessionVersion;lineage;sampleCollectionDate;geoLocCountry;geoLocAdmin1;authors;authorAffiliations;hostNameScientific;length;earliestReleaseDate;accession;submissionId;groupName;dataUseTerms;dataUseTermsUrl;biosampleAccession;completeness;geoLocAdmin2;geoLocCity;insdcAccessionFull;insdcRawReadsAccession;isLabHost;specimenCollectorSampleId;totalAmbiguousNucs;totalUnknownNucs
PP_002XN39.1;A.D.3.11;2025-03-28;USA;Minnesota;"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.";Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab;Homo sapiens;15046;2025-05-21;PP_002XN39;PV629363.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN48396660;0.9552052545155993;;;PV629363.1;SRR33474343;;MN-MDH-RSVA-02962;6;498
PP_002XN55.1;A.D.3.11;2025-03-31;USA;Minnesota;"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.";Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab;Homo sapiens;15051;2025-05-21;PP_002XN55;PV629365.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN48396662;0.9555993431855501;;;PV629365.1;SRR33474340;;MN-MDH-RSVA-02964;1;497
PP_002XNEM.1;A.D.1.5;2025-03-20;USA;Minnesota;"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.";Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab;Homo sapiens;15045;2025-05-21;PP_002XNEM;PV629374.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN48396671;0.9509359605911331;;;PV629374.1;SRR33474331;;MN-MDH-RSVA-02973;2;567
PP_002XNFK.1;A.D.1.6;2025-03-20;USA;Minnesota;"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.";Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab;Homo sapiens;15044;2025-05-21;PP_002XNFK;PV629375.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN48396672;0.9662397372742201;;;PV629375.1;SRR33474329;;MN-MDH-RSVA-02974;1;335
PP_002XNJC.1;A.D.1.6;2025-03-16;USA;Minnesota;"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.";Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab;Homo sapiens;15044;2025-05-21;PP_002XNJC;PV629378.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN48396675;0.9567816091954023;;;PV629378.1;SRR33474326;;MN-MDH-RSVA-02977;1;479
PP_002XPP1.1;A.D.3;2025-04-17;USA;Minnesota;"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.";Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab;Homo sapiens;15046;2025-05-21;PP_002XPP1;PV640329.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN48454300;0.9575697865353038;;;PV640329.1;SRR33542971;;MN-MDH-RSVA-03075;5;463
PP_002XPYH.1;A.D.1.6;2025-04-26;USA;Minnesota;"Kunerth, H. D.; Plumb, M.; Namugenyi, S.; Evans, D.; Bohnkers-Voels, L.; Strain, A.";Minnesota Department of Health, Public Health Laboratory - Infectious Disease Lab;Homo sapiens;15044;2025-05-21;PP_002XPYH;PV640338.1;Automated Ingest from INSDC/NCBI Virus by Loculus;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMN48454309;0.9731362889983579;;;PV640338.1;SRR33542962;;MN-MDH-RSVA-03084;1;230
PP_002XU9R.1;A.D.5.2;2024-11-22;Ireland;;"Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.";National Virus Reference Laboratory, University College Dublin, Dublin, Ireland;Homo sapiens;14841;2025-05-28;PP_002XU9R;hRSV/A/Ireland/un-NVRL-GIRL00086409/2024;NVRL Ireland;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118424610;0.9750410509031199;;;OZ262182.1;;;;0;0
PP_002XUK4.1;A.D.1.11;2024-12-17;Ireland;;"Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.";National Virus Reference Laboratory, University College Dublin, Dublin, Ireland;Homo sapiens;15216;2025-05-28;PP_002XUK4;hRSV/A/Ireland/un-NVRL-GIRL00093192/2024;NVRL Ireland;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118424620;0.9783251231527094;;;OZ262247.1;;;;0;322
PP_002XUM0.1;A.D.1.5;2025-01-03;Ireland;;"Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.";National Virus Reference Laboratory, University College Dublin, Dublin, Ireland;Homo sapiens;15223;2025-05-28;PP_002XUM0;hRSV/A/Ireland/un-NVRL-GIRL00000817/2025;NVRL Ireland;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118424622;1.0;;;OZ262222.1;;;;0;0
PP_002XUZA.1;A.D.1.9;2024-12-12;Ireland;;"Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.";National Virus Reference Laboratory, University College Dublin, Dublin, Ireland;Homo sapiens;14881;2025-05-28;PP_002XUZA;hRSV/A/Ireland/un-NVRL-GIRL00092775/2024;NVRL Ireland;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118424634;0.9774055829228243;;;OZ262198.1;;;;0;0
PP_002XV40.1;A.D.3.12;2024-12-30;Ireland;;"Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.";National Virus Reference Laboratory, University College Dublin, Dublin, Ireland;Homo sapiens;15189;2025-05-28;PP_002XV40;hRSV/A/Ireland/un-NVRL-GIRL00000271/2024;NVRL Ireland;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118424639;0.9882430213464696;;;OZ262330.1;;;;0;142
PP_002XVGA.1;A.D.1.11;2025-01-18;Ireland;;"Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.";National Virus Reference Laboratory, University College Dublin, Dublin, Ireland;Homo sapiens;15173;2025-05-28;PP_002XVGA;hRSV/A/Ireland/un-NVRL-GIRL00008130/2025;NVRL Ireland;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118424651;0.9965845648604269;;;OZ262241.1;;;;0;0
PP_002XVWF.1;A.D.1.5;2025-01-30;Ireland;;"Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.";National Virus Reference Laboratory, University College Dublin, Dublin, Ireland;Homo sapiens;15224;2025-05-28;PP_002XVWF;hRSV/A/Ireland/un-NVRL-GIRL00011097/2025;NVRL Ireland;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118424665;1.0;;;OZ262191.1;;;;0;0
PP_002XW07.1;A.D.5.2;2025-02-06;Ireland;;"Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.";National Virus Reference Laboratory, University College Dublin, Dublin, Ireland;Homo sapiens;15204;2025-05-28;PP_002XW07;hRSV/A/Ireland/un-NVRL-GIRL00012839/2025;NVRL Ireland;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118424669;0.9988834154351396;;;OZ262188.1;;;;0;0
PP_002XWSN.1;A.D.1.11;2025-02-08;Ireland;;"Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.";National Virus Reference Laboratory, University College Dublin, Dublin, Ireland;Homo sapiens;14887;2025-05-28;PP_002XWSN;hRSV/A/Ireland/un-NVRL-GIRL00014236/2025;NVRL Ireland;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118424685;0.9339901477832512;;;OZ262263.1;;;;0;668
PP_002XWWE.1;A.D.3.11;2025-02-09;Ireland;;"Carr, Michael; Bennett, Charlene; Banka, Weronika; Fahey, Laura; Rice, Alan; Dean, Jonathan; Hare, Daniel; De Gascun, Cillian F.";National Virus Reference Laboratory, University College Dublin, Dublin, Ireland;Homo sapiens;14884;2025-05-28;PP_002XWWE;hRSV/A/Ireland/un-NVRL-GIRL00014933/2025;NVRL Ireland;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118424689;0.9774712643678161;;;OZ262277.1;;;;0;0
PP_00308R6.2;A.D.1.5;2024-01-09;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15200;2025-06-30;PP_00308R6;hRSV/A/Spain/CT-HTVC-006607/2024;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118625953;0.9980952380952381;;;OZ279039.1;;;;0;3
PP_00308T2.2;A.D.5.2;2022-11-23;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15194;2025-06-30;PP_00308T2;hRSV/A/Spain/CT-HTVC-249764/2022;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118625955;0.9977011494252873;;;OZ279010.1;;;;0;3
PP_00308VY.2;A.D.5.2;2023-01-24;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15200;2025-06-30;PP_00308VY;hRSV/A/Spain/CT-HTVC-255278/2023;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118625957;0.9985550082101806;;;OZ279582.1;;;;0;0
PP_00308YS.2;A.D.1.5;2024-02-15;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15198;2025-06-30;PP_00308YS;hRSV/A/Spain/CT-HTVC-287081/2024;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118625960;0.9982922824302135;;;OZ279570.1;;;;0;0
PP_00309HM.2;A.D.1.5;2023-12-05;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15201;2025-06-30;PP_00309HM;hRSV/A/Spain/CT-HUAV-288632/2023;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118625975;0.9982922824302135;;;OZ279579.1;;;;0;0
PP_00309Q7.2;A.D.1.5;2023-12-12;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15196;2025-06-30;PP_00309Q7;hRSV/A/Spain/CT-HUAV-288900/2023;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118625814;0.9978325123152709;;;OZ279641.1;;;;0;1
PP_0030ABZ.2;A.D.1.5;2024-03-05;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15203;2025-06-30;PP_0030ABZ;hRSV/A/Spain/CT-HUAV-294722/2024;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118625768;0.9981609195402299;;;OZ280545.1;;;;0;2
PP_0030AMC.2;A.D.1.5;2024-02-20;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15199;2025-06-30;PP_0030AMC;hRSV/A/Spain/CT-HUAV-305988/2024;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118625758;0.9980295566502463;;;OZ278929.1;;;;0;1
PP_0030AQ6.2;A.D.1.10;2024-08-05;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15194;2025-06-30;PP_0030AQ6;hRSV/A/Spain/CT-HUAV-305998/2024;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118625776;0.9979638752052545;;;OZ280535.1;;;;0;0
PP_0030AXS.2;A.D.1.10;2024-01-23;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15189;2025-06-30;PP_0030AXS;hRSV/A/Spain/CT-HUAV-306012/2024;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118625783;0.9977011494252873;;;OZ280498.1;;;;0;0
PP_0030BA0.2;A.D.3.8;2025-01-02;Spain;Catalonia;"Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15195;2025-06-30;PP_0030BA0;hRSV/A/Spain/CT-HUAV-315576/2025;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118625796;0.9978981937602627;;;OZ280533.1;;;;0;0
PP_0030BZM.2;A.D.3.8;2024-12-24;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15199;2025-06-30;PP_0030BZM;hRSV/A/Spain/CT-HUB-357555/2024;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626700;0.9981609195402299;;;OZ280098.1;;;;0;0
PP_0030CYN.2;A.D.1.11;2024-12-20;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15195;2025-06-30;PP_0030CYN;hRSV/A/Spain/CT-HUGTiP-315030/2024;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626733;0.9980952380952381;;;OZ280190.1;;;;0;0
PP_0030D2E.2;A.D.1.11;2024-12-31;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15038;2025-06-30;PP_0030D2E;hRSV/A/Spain/CT-HUGTiP315486/2024;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626737;0.9877832512315271;;;OZ280172.1;;;;0;0
PP_0030D66.2;A.D.3.4;2025-01-24;Spain;Catalonia;"Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15195;2025-06-30;PP_0030D66;hRSV/A/Spain/CT-HUGTiP317077/2025;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626741;0.9978981937602627;;;OZ280192.1;;;;0;0
PP_0030DCU.2;A.D.5.2;2023-03-23;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15204;2025-06-30;PP_0030DCU;hRSV/A/Spain/CT-HUJO-004001/2023;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626747;0.9988834154351396;;;OZ280128.1;;;;0;0
PP_0030DR1.2;A.D.1.10;2025-01-30;Spain;Catalonia;"Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15195;2025-06-30;PP_0030DR1;hRSV/A/Spain/CT-HUJO225505/2025;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626756;0.9980295566502463;;;OZ280156.1;;;;0;1
PP_0030E73.2;A.D.5.2;2025-02-11;Spain;Catalonia;"Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15192;2025-06-30;PP_0030E73;hRSV/A/Spain/CT-HUJO849529/2025;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626772;0.9979638752052545;;;OZ280163.1;;;;0;1
PP_0030EHG.2;A.D.5;2022-11-24;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15197;2025-06-30;PP_0030EHG;hRSV/A/Spain/CT-HUJT-260502/2022;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626782;0.9981609195402299;;;OZ280221.1;;;;0;1
PP_0030EKC.2;A.D.5.2;2022-12-01;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15200;2025-06-30;PP_0030EKC;hRSV/A/Spain/CT-HUJT-260821/2022;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626784;0.9980952380952381;;;OZ280203.1;;;;0;3
PP_0030EUU.2;A.D.5.1;2022-12-20;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15190;2025-06-30;PP_0030EUU;hRSV/A/Spain/CT-HUJT-262370/2022;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626793;0.997175697865353;;;OZ280209.1;;;;0;3
PP_0030EWQ.2;A.D.5.2;2022-12-20;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15203;2025-06-30;PP_0030EWQ;hRSV/A/Spain/CT-HUJT-262388/2022;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626795;0.9985550082101806;;;OZ280198.1;;;;0;0
PP_0030FJD.2;A.D.1.8;2024-02-06;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15200;2025-06-30;PP_0030FJD;hRSV/A/Spain/CT-HUJT-292367/2024;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626826;0.9983579638752053;;;OZ280215.1;;;;0;0
PP_0030FM7.2;A.D.3.10;2024-02-20;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15201;2025-06-30;PP_0030FM7;hRSV/A/Spain/CT-HUJT-293568/2024;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626829;0.9982922824302135;;;OZ280214.1;;;;0;0
PP_0030FN5.2;A.D.1.9;2024-02-20;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15190;2025-06-30;PP_0030FN5;hRSV/A/Spain/CT-HUJT-293569/2024;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626830;0.9977668308702792;;;OZ280220.1;;;;0;0
PP_0030FRZ.2;A.D.1.10;2024-11-26;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15197;2025-06-30;PP_0030FRZ;hRSV/A/Spain/CT-HUJT-313102/2024;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626833;0.9698522167487684;;;OZ280232.1;;;;0;430
PP_0030FXM.2;A.D.3.7;2025-02-25;Spain;Catalonia;"Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15199;2025-06-30;PP_0030FXM;hRSV/A/Spain/CT-HUJT319422/2025;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626839;0.9978981937602627;;;OZ280283.1;;;;0;0
PP_0030GFK.2;A.D.5.3;2023-02-17;Spain;Catalonia;"Pinana, Maria; Andres, Cristina; Gonzalez Sanchez, Alejandra; Prats, Ignasi; Garcia Comunas, Karen; Piquer, Maria; Dima, Elena; Martin, Maria Carmen; Pumarola, Tomas; Anton, Andres";Hospital Universitari Vall d'Hebron - Vall d'Hebron Institut de Recerca;;15206;2025-06-30;PP_0030GFK;hRSV/A/Spain/CT-HUVH-023673/2023;Respiratory Virus Unit, Hospital Universitari Vall d'Hebron, Barcelona, Spain;OPEN;https://pathoplexus.org/about/terms-of-use/open-data;SAMEA118626857;0.9988834154351396;;;OZ280348.1;;;;0;0
